,place_name,place_ID,latitude,Longitude,plus_code,rating,user_ratings_total,business_status,types,address,region,population,num_bus_stop,num_mall
0,NTU North Spine Plaza,ChIJ-f-vxgoP2jERP42l8kUV8DE,1.347064,103.6808217,8MWJ+R8 Singapore,4.3,1070,OPERATIONAL,shopping_mall,"76 Nanyang Dr, Singapore 637331",Western Water Catchment,,18,0
1,Orchard Towers,ChIJ-z0z0IwZ2jERXjOtNGbV0-0,1.3072293,103.8293323,8R4H+VP Singapore,3.9,2292,OPERATIONAL,shopping_mall,"400 Orchard Rd, Singapore 238875",Orchard,920,7,13
2,Quayside Isle,ChIJ01fgzLUe2jERxlhvImcbZ7g,1.2476808,103.8420723,6RXR+3R Singapore,4.3,568,OPERATIONAL,shopping_mall,"31 Ocean Way, Singapore 098375",Southern Islands,1480,1,0
3,Coronation Shopping Plaza,ChIJ08duKAYa2jER47-5U4ZdgAo,1.3239187,103.8099886,8RF5+HX Singapore,3.6,202,OPERATIONAL,shopping_mall,"587 Bukit Timah Rd, Singapore 269707",Bukit Timah,74470,7,4
4,Hougang 1,ChIJ0ZkQLVsW2jERY9DgZurtpl8,1.3760614,103.8791547,9VGH+CM Singapore,3.9,2183,OPERATIONAL,shopping_mall,"1 Hougang Street 91, Singapore 538692",Hougang,222310,0,0
5,Greenwich V,ChIJ1-hkimEW2jERyc5cKHfC3Sw,1.3873705,103.8694069,9VP9+WQ Singapore,3.8,1304,OPERATIONAL,shopping_mall,"1 Seletar Rd, Singapore 807011",Serangoon,120670,0,0
6,Clarke Quay The Central,ChIJ18C-mwoZ2jERlpSawcucgk0,1.2890252,103.8466098,7RQW+JJ Singapore,4.2,8552,OPERATIONAL,shopping_mall,"6 Eu Tong Sen St, Singapore 059817",Singapore River,2720,18,8
7,Sime Darby Centre,ChIJ1S4qfY8Q2jERgb68gskzUbo,1.3366443,103.7835965,8QPM+MC Singapore,3.7,437,OPERATIONAL,shopping_mall,"896 Dunearn Rd, Singapore 589472",Bukit Timah,74470,0,1
8,Heartland Mall,ChIJ1V9s-bMX2jERQL59mMdHw7I,1.359469,103.8851289,9V5P+Q3 Singapore,3.8,4438,OPERATIONAL,shopping_mall,"205 Hougang Street 21, Singapore 530204",Hougang,222310,10,0
9,PoMo,ChIJ1ZAIkrwZ2jERxtZGC1JnrHM,1.3001917,103.84922,8R2X+3M Singapore,3.8,1285,OPERATIONAL,shopping_mall,"1 Selegie Rd, Singapore 188306",Rochor,14590,13,9
10,LR boulangerie,ChIJ1ZYJOiAZ2jER1mvQqHstQII,1.2931776,103.8271938,7RVG+7V Singapore,4.3,12,OPERATIONAL,shopping_mall,"491 River Valley Rd, #01-02 valley point shopping center, Singapore 248371",Tanglin,,4,1
11,UE Square,ChIJ1aJWIZ8Z2jERTCHI96-9fNQ,1.2921679,103.8426697,7RRV+V3 Singapore,3.8,1077,OPERATIONAL,shopping_mall,"81 Clemenceau Ave, Singapore 239917",Singapore River,2720,19,1
12,Suntec City,ChIJ20X__K4Z2jERRE8GRs-d8HE,1.29503,103.8583026,7VW5+28 Singapore,4.4,19934,OPERATIONAL,shopping_mall,"3 Temasek Blvd, Singapore 038983",Downtown Core,3720,18,3
13,Parkway Parade,ChIJ2WUXmnEY2jERoGOSkJVgnrY,1.3013366,103.9052333,8W24+G3 Singapore,4.3,6234,OPERATIONAL,shopping_mall,"80 Marine Parade Rd, Singapore 449269",Marine Parade,,6,1
14,Tampines Hub,ChIJ2Y1DYBI92jERlFUKKSznJrY,1.3531079,103.9403612,9W3R+64 Singapore,4.6,227,OPERATIONAL,shopping_mall,"1 Tampines Walk, Singapore 528523",Tampines,261230,0,5
15,Djitsun Mall,ChIJ2fIgLeYW2jERNAscVQ4Y-Do,1.3728179,103.8476889,9RFX+43 Singapore,3.5,876,OPERATIONAL,shopping_mall,"5 Ang Mo Kio Central 2, Singapore 569663",Ang Mo Kio,174770,4,3
16,City Plaza,ChIJ34RyshcY2jERneNcLqsPK3o,1.3147644,103.893408,8V7V+W9 Singapore,3.8,1880,OPERATIONAL,shopping_mall,"810 Geylang Rd, Singapore 409286",Geylang,116960,10,6
17,Sultan Plaza,ChIJ38pFVLEZ2jER0bD640NeLqs,1.3030927,103.8619342,8V36+6Q Singapore,3.6,691,OPERATIONAL,shopping_mall,"100 Jln Sultan, Singapore 199001",Kallang,101210,11,7
18,N4 Neighbourhood Centre,ChIJ3ShIxCc92jER20y0Rvqw-vc,1.3605239,103.9531662,9X63+67 Singapore,4.2,137,OPERATIONAL,shopping_mall,"Tampines Street 43, Singapore 520477",Tampines,261230,2,0
19,Second Avenue Junction,ChIJ3Wd2xqEQ2jERF5qZP76srqY,1.3298712,103.7996164,8QHX+WR Singapore,3.7,27,OPERATIONAL,shopping_mall,"Bukit Timah Rd, 733, Singapore 269748",Bukit Timah,74470,10,0
20,HillV2,ChIJ3Zrkj1IQ2jER7alm3mrpVPQ,1.363354,103.7643204,9Q77+8P Singapore,4,1719,OPERATIONAL,shopping_mall,"4 Hillview Rise, Singapore 667979",Bukit Batok,139270,11,0
21,Bluestarmobiles.com,ChIJ3bgnoTE92jER9pU0y9B6pmc,1.3318464,103.9463496,8WJW+PG Singapore,3.8,745,OPERATIONAL,shopping_mall,"430 Upper Changi Rd, #01-50 East Village, Singapore 487048",Bedok,289750,0,1
22,Guillemard Village,ChIJ4VaNqjkY2jER6ablrvwx_As,1.3099872,103.8823103,8V5J+XW Singapore,4.3,21,OPERATIONAL,shopping_mall,"102 Guillemard Rd, Singapore 399719",Geylang,116960,0,0
23,Takashimaya S.C.,ChIJ4aA30ZYZ2jERINQYq_MPMh0,1.3027299,103.834317,8R3M+3P Singapore,4.1,33,OPERATIONAL,shopping_mall,"391 Orchard Rd, Singapore 238801",Orchard,920,19,20
24,Concorde Shopping Centre,ChIJ4bL843cZ2jERhSL8S89qqu4,1.2892149,103.8343992,7RQM+MQ Singapore,3.9,544,OPERATIONAL,shopping_mall,"317 Outram Rd, Singapore 169075",Bukit Merah,,9,1
25,Snsexpress Shop,ChIJ4xNBVeoB2jERKa-WgAPBBho,1.2462335,103.6146199,6JW7+FR Singapore,4.3,9,OPERATIONAL,shopping_mall,"90 Tuas S Blvd, Singapore 637052",Tuas,,0,0
26,Sembawang Shopping Centre,ChIJ5-zrBoEU2jERhLnuZ0bgvUw,1.4419459,103.8250936,CRRG+Q2 Singapore,4,3789,OPERATIONAL,shopping_mall,"604 Sembawang Rd, Singapore 758459",Sembawang,76530,3,0
27,Sree Beauty & Bridal Services,ChIJ58WuUbwP2jERmHrSoc33hp4,1.3488912,103.6976302,8MXX+H3 Singapore,3.9,1170,OPERATIONAL,shopping_mall,"Gek Poh shopping centre Blk, 762 Jurong West Street 75, spore 640762",Jurong West,272660,9,0
28,NEWest,ChIJ58zgd34b2jERDEawXFNpWOE,1.3164853,103.7573965,8Q84+HX Singapore,3.7,121,OPERATIONAL,shopping_mall,"1 W Coast Dr, Newest, Singapore 128021",Clementi,91630,18,0
29,HarbourFront Centre,ChIJ5Qx1aOIb2jERwQsRlRdHaWM,1.2645769,103.8203787,7R7C+R5 Singapore,4.3,5243,OPERATIONAL,shopping_mall,"1 Maritime Square, Singapore 099253",Bukit Merah,,0,3
30,Toa Payoh Mall,ChIJ5Rryfx0X2jERqvS-qax1mgE,1.3327308,103.8492213,8RMX+3M Singapore,4.1,3199,OPERATIONAL,shopping_mall,"185 Toa Payoh Central, Singapore 310185",Toa Payoh,124940,9,0
31,Midpoint Orchard,ChIJ5SdSMZEZ2jERl25VbE5H6UE,1.3015694,103.8386083,8R2Q+JC Singapore,3.8,586,OPERATIONAL,shopping_mall,"220 Orchard Rd, Singapore 238852",Orchard,920,18,18
32,Waterloo Centre,ChIJ5b9USLsZ2jERLHiICrHNYfY,1.2988808,103.8520151,7VX2+HR Singapore,3.8,298,OPERATIONAL,shopping_mall,"261 Waterloo St, Singapore 180261",Rochor,14590,12,14
33,Pioneer Mall,ChIJ67mVKpcP2jERmahUvC-ZIwc,1.3421413,103.6974182,8MRW+VX Singapore,3.9,1704,OPERATIONAL,shopping_mall,"638 Jurong West Street 61, 61, Singapore 640638",Jurong West,272660,22,0
34,Tampines Central Shopping Street,ChIJ6Su1ag492jERIaHBpB7hOjA,1.3556772,103.9452237,9W4W+73 Singapore,4.2,409,OPERATIONAL,shopping_mall,"504 Tampines Central 1, Singapore 520504",Tampines,261230,0,4
35,Lucky Plaza,ChIJ6xFibZIZ2jERlMTu3Bo6a9c,1.3045456,103.8339449,8R3M+RH Singapore,4,12639,OPERATIONAL,shopping_mall,"304 Orchard Rd, Singapore 238863",Orchard,920,16,17
36,Orchard Shopping Center,ChIJ777jJQoZ2jERUSqAyBp_F2Y,1.3015019,103.8378442,8R2Q+J4 Singapore,4.1,52,OPERATIONAL,shopping_mall,"321 Orchard Rd, Singapore 238866",Orchard,920,19,19
37,Beauty World Plaza,ChIJ78vtZqkR2jERKX0SUR60iGA,1.3418536,103.7761747,8QRG+PF Singapore,3.8,228,OPERATIONAL,shopping_mall,"140 Upper Bukit Timah Rd, Singapore 588176",Bukit Timah,74470,2,2
38,The Poiz Centre,ChIJ7ZKbbFUX2jERrjBRAy48RVI,1.3312349,103.8681859,8VJ9+F7 Singapore,4.1,84,OPERATIONAL,shopping_mall,"51 Upper Serangoon Rd, #01 - 27 THE POIZ CENTRE, Singapore 347697",Potong Pasir,12650,0,1
39,UNO Premier Singapore,ChIJ7dsyn5YZ2jERJyGBozOA-6o,1.3028163,103.8400479,8R3R+42 Singapore,4,16,OPERATIONAL,shopping_mall,"51 Cuppage Rd, Singapore 229469",Newton,6920,18,15
40,Eastpoint Mall,ChIJ7egDUyI92jERegSiojEDekc,1.3427145,103.9530415,8XV3+36 Singapore,4,5456,OPERATIONAL,shopping_mall,"3 Simei Street 6, Singapore 528833",Tampines,261230,6,0
41,Sentosa Station Ticketing,ChIJ7wmqr1gZ2jERbXnj1LC2Mec,1.2636519,103.8230065,7R7F+F6 Singapore,3.9,13,OPERATIONAL,shopping_mall,"113, 01-112/113 Telok Blangah Rd, Singapore 098585",Bukit Merah,,0,2
42,Westgate,ChIJ82AoVA8Q2jERkHnr1RPW9B4,1.3345013,103.7426077,8PMV+R2 Singapore,4.3,10564,OPERATIONAL,shopping_mall,"3 Gateway Dr, Singapore 608532",Jurong East,84980,12,5
43,Sunshine Place,ChIJ83fjadsR2jERGC3nsNM2g7s,1.3780144,103.739185,9PHQ+6M Singapore,3.8,1131,OPERATIONAL,shopping_mall,"475 Choa Chu Kang Ave 3, Singapore 680475",Choa Chu Kang,174330,4,0
44,Tampines Mall,ChIJ89lf6hE92jERQXt7c5QOFnY,1.3524936,103.9447179,9W2V+XV Singapore,4.3,10732,OPERATIONAL,shopping_mall,"4 Tampines Central 5, Singapore 529510",Tampines,261230,0,6
45,Peninsula Plaza Singapore,ChIJ8RANNaEZ2jERocv_-XL9ceQ,1.292485,103.85086,7VR2+X8 Singapore,3.9,361,OPERATIONAL,shopping_mall,"111 North Bridge Rd, Singapore 179098",Downtown Core,3720,13,5
46,Sunshine plaza,ChIJ8SlfersZ2jERBFr9KkRI4oA,1.3003949,103.8509274,8V22+59 Singapore,3.9,775,OPERATIONAL,shopping_mall,"91 Bencoolen St, Singapore 189652",Rochor,14590,10,13
47,E!Hub @ Downtown East,ChIJ8SnE3rM92jERO9uVIxvDqTk,1.3764492,103.9558526,9XG4+H8 Singapore,4.3,1005,OPERATIONAL,shopping_mall,"1 Pasir Ris Cl, Singapore 519599",Pasir Ris,139890,5,2
48,The Star Vista,ChIJ91hVlEIa2jERm_cxYZ2WKow,1.3068072,103.7883997,8Q4Q+P9 Singapore,4.2,6269,OPERATIONAL,shopping_mall,"1 Vista Exchange Green, Singapore 138617",Queenstown,98050,15,1
49,Depot Heights Shopping Centre,ChIJ99UkHtAb2jER-8eKrjNm_nQ,1.2812742,103.8099871,7RJ5+GX Singapore,3.6,544,OPERATIONAL,shopping_mall,"108 Depot Rd, Singapore 100108",Bukit Merah,,1,0
50,Northpoint City,ChIJ9RT-5DYV2jERKbQXNwU4m6A,1.4279686,103.8364152,CRHP+5H Singapore,4.3,9876,OPERATIONAL,shopping_mall,"930 Yishun Ave 2, Singapore 769098",Yishun,201970,7,4
51,Marina Square,ChIJ9UKUtjsZ2jER-VszUURb3LI,1.2911534,103.8576778,7VR5+F3 Singapore,4.3,13389,OPERATIONAL,shopping_mall,"6 Raffles Blvd, Marina Square, Singapore 039594",Downtown Core,3720,20,4
52,Jem Play Ground,ChIJ9ZP56zkR2jERxb8cBhvJLq4,1.3330285,103.7432048,8PMV+67 Singapore,4.5,15,OPERATIONAL,shopping_mall,"50 Jurong Gateway Rd, Singapore 608549",Jurong East,84980,12,5
53,ICB shopping Centre,ChIJ9w0kiK8X2jERloCYFp1bnwE,1.3546245,103.877831,9V3H+R4 Singapore,3.1,32,OPERATIONAL,shopping_mall,"6 Yio Chu Kang Rd, Singapore 545521",Hougang,222310,7,1
54,Woodlands Neighbourhood 3 Centre,ChIJA2SGu1IS2jERIK7uAEVAPHk,1.4297386,103.7742314,CQHF+VM Singapore,4.1,189,OPERATIONAL,shopping_mall,"1 Woodlands Street 31, Singapore 738581",Woodlands,250290,1,0
55,Claymore Connect,ChIJA2UPtIwZ2jERL6-px_QTr64,1.3074912,103.828781,8R4H+XG Singapore,4,1012,OPERATIONAL,shopping_mall,"442 Orchard Rd, Singapore 238879",Orchard,920,8,12
56,HAQ Warehouse,ChIJA9lVX8AF2jERJkcU5OBZuh0,1.3065159,103.6576395,8M45+J3 Singapore,4.1,18,OPERATIONAL,shopping_mall,"28D Pioneer Sector 2, Singapore 628407",Pioneer,100,9,0
57,Wisteria Mall,ChIJAQAQzRQU2jERLmj7diPcCTI,1.4180753,103.8407518,CR9R+68 Singapore,3.9,782,OPERATIONAL,shopping_mall,"598 Yishun Ring Rd, Singapore 768698",Yishun,201970,0,0
58,Macpherson Mall,ChIJAS_k8IUX2jERcOBBbaPXkg4,1.3317617,103.8791809,8VJH+PM Singapore,3.4,542,OPERATIONAL,shopping_mall,"401 MacPherson Rd, Singapore 368125",Toa Payoh,124940,0,0
59,Bishan North Shopping Mall,ChIJAcrUCiIX2jERugq6oHt9OgQ,1.3582587,103.844478,9R5V+8Q Singapore,3.9,271,OPERATIONAL,shopping_mall,"282 Bishan Street 22, Singapore 570282",Bishan,90700,3,1
60,Ming Arcade,ChIJAdjShIwZ2jERzJk4QojW0dE,1.3062561,103.8281069,8R4H+G6 Singapore,3.8,131,OPERATIONAL,shopping_mall,"21 Cuscaden Rd, Singapore 249720",Orchard,920,10,14
61,Chinatown Complex,ChIJAenlH3MZ2jERqjoWXlxEH6w,1.2822566,103.8432282,7RJV+W7 Singapore,4.1,4709,OPERATIONAL,shopping_mall,"335 Smith St, S 050335",Outram,22080,28,13
62,Great World City,ChIJB14IQoMZ2jERyjiLXouuJe0,1.2936417,103.8319293,7RVJ+FQ Singapore,4.1,4587,OPERATIONAL,shopping_mall,"1 Kim Seng Promenade, Singapore 237994",Singapore River,2720,11,0
63,Ryan's Bistro,ChIJB21X0wIZ2jER0qHaEr_qKVc,1.3030433,103.8529208,8V33+65 Singapore,3.7,9,OPERATIONAL,shopping_mall,"1 Rochor Canal Road, #04, 02F Sim Lim Square, Singapore 188504",Rochor,14590,10,11
64,Sim Lim Square,ChIJB5c91rsZ2jERPX9_QUwrSsc,1.3030433,103.8529208,8V33+65 Singapore,3.9,9996,OPERATIONAL,shopping_mall,"1 Rochor Canal Rd, Singapore 188504",Rochor,14590,10,11
65,Tanjong katong Complex,ChIJB5iUeRcY2jERTV7fJij_i4A,1.3159363,103.8945531,8V8V+9R Singapore,3.9,2134,OPERATIONAL,shopping_mall,"845 Geylang Rd, #03-44, Singapore 400845",Geylang,116960,10,7
66,Concorde Shopping Mall,ChIJB5uaq5cZ2jERlKfLlpFMZc8,1.3006019,103.8420681,8R2R+6R Singapore,3.8,1286,OPERATIONAL,shopping_mall,"100 Orchard Rd, Singapore 238840",Orchard,920,18,12
67,Chinatown Point,ChIJBXC7TAsZ2jERdpAi-2uczMQ,1.2852093,103.8447228,7RPV+3V Singapore,4.1,10548,OPERATIONAL,shopping_mall,"133 New Bridge Rd, Singapore 059413",Outram,22080,24,15
68,Bedok Town Centre,ChIJBZgPTLMi2jEROmmmSFcnxCU,1.3245204,103.9315976,8WFJ+RJ Singapore,4.2,846,OPERATIONAL,shopping_mall,"Bedok North Street 1, Singapore",Bedok,289750,10,3
69,Grandlink Square,ChIJBe1nR0QEBBARewvYudV7Yww,1.3142114,103.8915989,8V7R+MJ Singapore,3.6,341,OPERATIONAL,shopping_mall,"511 Guillemard Rd, Singapore 399849",Geylang,116960,10,4
70,Geylang East Market & Food Centre,ChIJC0lyiyMY2jERPeJIDgP_wgw,1.3205556,103.8866667,8VCP+6M Singapore,3.8,1286,OPERATIONAL,shopping_mall,"117 Aljunied Ave 2, Singapore 380117",Geylang,116960,20,0
71,SingPost Centre,ChIJC8ructcZ2jER2WPSgnCqzoc,1.3190065,103.8943833,8V9V+JQ Singapore,4.2,4746,OPERATIONAL,shopping_mall,"10 Eunos Rd 8, Singapore 408600",Geylang,116960,19,5
72,Century Square,ChIJCXOkiBE92jERm5iCnMRS4_g,1.3523888,103.9438567,9W2V+XG Singapore,4.1,4274,OPERATIONAL,shopping_mall,"2 Tampines Central 5, #01-32 Century Square, Singapore 529509",Tampines,261230,0,7
73,Thomson Plaza,ChIJC_JDKDAX2jERK0VIm3J7qZI,1.3548,103.8308,9R3J+W8 Singapore,3.9,1597,OPERATIONAL,shopping_mall,"301 Upper Thomson Rd, Singapore 574408",Bishan,90700,15,0
74,Cuppage Plaza,ChIJCcxHwycZ2jER2I4T5RqWj24,1.3013201,103.8404848,8R2R+G5 Singapore,3.8,25,OPERATIONAL,shopping_mall,"Cuppage Rd, Singapore",Orchard,920,16,12
75,CityLink,ChIJCeMaMKYZ2jER7P0rzkEtRbE,1.2913085,103.8551998,7VR4+G3 Singapore,4.3,1176,OPERATIONAL,shopping_mall,"1 Raffles Link, Singapore 039393",Downtown Core,3720,22,4
76,City Gate,ChIJCfVRneYZ2jERw2hFWLvg3ts,1.3022965,103.8622714,8V26+WW Singapore,3.9,232,OPERATIONAL,shopping_mall,"371 Beach Rd, #04-01, Singapore 199597",Kallang,101210,8,7
77,The Cathay,ChIJCwc9Ib0Z2jERGKkaxcJzE0c,1.2995083,103.8477778,7RXX+R4 Singapore,4.2,2438,OPERATIONAL,shopping_mall,"2 Handy Rd, Singapore 229233",Museum,380,16,8
78,Paul Hair Salon,ChIJD-nJx3QZ2jERQYPu3UKgClE,1.2856221,103.8439868,7RPV+6H Singapore,3.9,41,OPERATIONAL,shopping_mall,"#02-26, Peoples Park Centre, 101 Upper Cross St, Singapore 058357",Outram,22080,22,14
79,Peninsula Shopping Centre Singapore,ChIJDQn9K6EZ2jERGfy2lsTL4gM,1.291884,103.8500517,7VR2+Q2 Singapore,3.9,2966,OPERATIONAL,shopping_mall,"3 Coleman St, Singapore 179804",Downtown Core,3720,13,6
80,Harbour Mall Siracha Laem Chabang. 3 mil fra Pattaya,ChIJDS4_w20Q2jERgoBcPz4e1lY,1.3377481,103.757058,8QQ4+3R Singapore,3.6,10,OPERATIONAL,shopping_mall,"51 Bukit Batok Cres, Singapore 658077",Bukit Batok,139270,6,0
81,Taman Jurong Shopping Centre,ChIJDVS-D_sP2jERQRJHuRjWdpQ,1.3342811,103.7203739,8PMC+P4 Singapore,3.9,1200,OPERATIONAL,shopping_mall,"399 Yung Sheng Rd, Singapore 610399",Jurong West,272660,8,0
82,The Poiz Center,ChIJDYL1BIIX2jERibIxE777ZZ8,1.3310265,103.8674651,8VJ8+CX Singapore,4,64,OPERATIONAL,shopping_mall,"51 Upper Serangoon Rd, Singapore 347697",Toa Payoh,124940,0,1
83,Bendemeer Mall,ChIJDYaUPNIZ2jERpgv5bcauhmw,1.3184664,103.8630419,8V97+96 Singapore,3.9,232,OPERATIONAL,shopping_mall,"26 Bendemeer Rd, Singapore 330026",Kallang,101210,3,0
84,Compass 1,ChIJE6VpO1sX2jERoAvi7FjzBvQ,1.3920241,103.8950148,9VRW+R2 Singapore,4.3,11,OPERATIONAL,shopping_mall,"1 Sengkang Square, Singapore 545078",Sengkang,206680,10,1
85,City Gate Mall Singapore,ChIJE6mq47MZ2jER_HX8IQ9k_dI,1.3022509,103.8625132,8V27+W2 Singapore,4.2,6,OPERATIONAL,shopping_mall,"371 Beach Rd, Singapore 199597",Kallang,101210,9,7
86,Balestier Plaza,ChIJEZ4qrdgZ2jERuw8-9tosjBs,1.3256181,103.8503963,8VG2+65 Singapore,3.6,479,OPERATIONAL,shopping_mall,"400 Balestier Rd, Singapore 329802",Novena,47990,5,4
87,Rochester Mall,ChIJEaBAGEMa2jERttBFiHpl_UE,1.3056024,103.788206,8Q4Q+67 Singapore,3.8,890,OPERATIONAL,shopping_mall,"35 Rochester Dr, Singapore 138639",Queenstown,98050,10,1
88,Crown Centre,ChIJEybIFQYa2jER8CtyHEQ06ko,1.3230556,103.8113889,8RF6+6H Singapore,3.7,124,OPERATIONAL,shopping_mall,"557 Bukit Timah Rd, Singapore 269694",Bukit Timah,74470,5,5
89,Hong Kah Point,ChIJF2kjo9wP2jERUmUbpblEvok,1.3501653,103.7190623,9P29+3J Singapore,4,458,OPERATIONAL,shopping_mall,"501 Jurong West Street 51, Singapore 640501",Jurong West,272660,8,0
90,Tan Boon Liat Building,ChIJFcgATYEZ2jER3KDi-No2siU,1.2873156,103.8340344,7RPM+WJ Singapore,3.8,391,OPERATIONAL,shopping_mall,"315 Outram Rd, Singapore 169074",Bukit Merah,,6,1
91,Aperia Mall,ChIJFx0yu8sZ2jERgoVtEwS7Igs,1.3098281,103.8639058,8V57+WH Singapore,3.8,2178,OPERATIONAL,shopping_mall,"8 - 12 Kallang Ave, Singapore 339509",Kallang,101210,10,0
92,The Sail,ChIJG_m6Rw4Z2jERSePN1VWubwA,1.281122,103.853009,7VJ3+C6 Singapore,4.2,288,OPERATIONAL,shopping_mall,"2 Marina Blvd, Singapore 018987",Downtown Core,3720,15,8
93,Balmoral Plaza,ChIJGe2Jmu8Z2jERF13O2J2LQHY,1.3165038,103.8353812,8R8P+J5 Singapore,3.8,196,OPERATIONAL,shopping_mall,"271 Bukit Timah Rd, Singapore 259708",Newton,6920,13,0
94,ONNIE LENS -Korea,ChIJGwEtSNsZ2jER2iCJINpejJA,1.2997726,103.8543943,7VX3+WQ Singapore,4.2,10,OPERATIONAL,shopping_mall,"201 Victoria St, #02-69 to 70 Bugis+, Singapore 188067",Rochor,14590,12,11
95,Waterway Point,ChIJH55QcTgV2jERvwnErxNz9Nk,1.406991,103.9014582,CW42+QH Singapore,4.4,219,OPERATIONAL,shopping_mall,"81 Punggol Central, Singapore",Punggol,109750,3,1
96,Shop @ West,ChIJHRxyBmw92jERGV8oR0zMEHQ,1.3490916,103.9333469,8WXM+J8 Singapore,4.1,114,OPERATIONAL,shopping_mall,"Tampines Street 81, Singapore 520825",Tampines,261230,0,0
97,313@somerset,ChIJHSrGJ5EZ2jERTzbUyme7KuQ,1.300898,103.838361,8R2Q+98 Singapore,4.3,12609,OPERATIONAL,shopping_mall,"313 Orchard Rd, Singapore 238895",Orchard,920,19,18
98,Holland Piazza,ChIJHT9PqWsa2jER7cXRi00lkjY,1.310784,103.7952012,8Q6W+83 Singapore,4.2,295,OPERATIONAL,shopping_mall,"3 Lor Liput, Singapore 277725",Bukit Timah,74470,16,3
99,Serene Centre,ChIJHVLCmgYa2jERzRfP7gF6JiA,1.3225694,103.8137118,8RF7+2F Singapore,3.7,673,OPERATIONAL,shopping_mall,"10 Jln Serene, Singapore 258748",Tanglin,,3,5
100,Guoco Tower,ChIJHVm8JRMZ2jERK8ACFl8Gp04,1.2769938,103.8457765,7RGW+Q8 Singapore,4.2,2128,OPERATIONAL,shopping_mall,"1 Wallich St, Singapore 078881",Downtown Core,3720,23,6
101,Marina Bay Link Mall,ChIJHXaCig4Z2jER6U4Qy8aX7Co,1.2795303,103.8543391,7VH3+RP Singapore,4.3,2693,OPERATIONAL,shopping_mall,"8A Marina Blvd, Singapore 018984",Downtown Core,3720,11,3
102,Sun Plaza,ChIJHYe2MX0T2jER6vve5JwvRvw,1.4482678,103.8196887,CRX9+8V Singapore,3.9,4022,OPERATIONAL,shopping_mall,"30 Sembawang Dr, Singapore 757713",Sembawang,76530,10,1
103,Oriental Plaza,ChIJHa7C-HIZ2jERdkDytwf7y60,1.2818744,103.8420632,7RJR+PR Singapore,3.8,265,OPERATIONAL,shopping_mall,"291 New Bridge Rd, Singapore 088756",Outram,22080,27,10
104,Beauty World Centre,ChIJHwZEaooQ2jERTAhWTymqJUw,1.3423741,103.7762593,8QRG+WG Singapore,3.7,2306,OPERATIONAL,shopping_mall,"144 Upper Bukit Timah Rd, B1-22, Singapore 588177",Bukit Timah,74470,2,2
105,888 Plaza,ChIJIf-M9qAT2jERd0qCLuYmM3E,1.4376669,103.7951408,CQQW+33 Singapore,4,1976,OPERATIONAL,shopping_mall,"888 Woodlands Drive 50, Singapore 730888",Woodlands,250290,0,0
106,Tai Seng Mall,ChIJJ1TqVy8X2jERsMiBSFsz6jQ,1.3363858,103.8888439,8VPQ+HG Singapore,4.2,9,OPERATIONAL,shopping_mall,"18 Tai Seng St, Singapore 534119",Hougang,222310,0,1
107,Woodlands Complex Pte Ltd,ChIJJ2dCl6gT2jERZXMSp_mC_d4,1.4358384,103.7861037,CQPP+8C Singapore,3.7,6,OPERATIONAL,shopping_mall,"1 Woodlands Square, Singapore 738099",Woodlands,250290,1,2
108,Tanjong Pagar Plaza,ChIJJRadj2wZ2jERqI_61mafRPU,1.2748632,103.8426344,7RFV+W3 Singapore,4,1396,OPERATIONAL,shopping_mall,"1 Tanjong Pagar Plaza, Singapore 082001",Outram,22080,12,4
109,Centropod,ChIJJUC6jy0Z2jER07Evfzn4cqI,1.3163809,103.9004293,8W82+H5 Singapore,3.8,40,OPERATIONAL,shopping_mall,Singapore 419715,Geylang,116960,4,2
110,Crescent Building,ChIJJZFoItkZ2jERQ0Nb9lbBCP4,1.3237339,103.8522792,8VF2+FW Singapore,4.5,8,OPERATIONAL,shopping_mall,"320 Balestier Rd, Singapore 329924",Novena,47990,1,3
111,Pasir Ris West Plaza,ChIJJxP6n5U92jERsaST_Cdf5Jw,1.3797981,103.9362665,9WHP+WG Singapore,3.8,1095,OPERATIONAL,shopping_mall,"735 Pasir Ris Street 72, Singapore 510735",Pasir Ris,139890,0,0
112,Fu Lu Shou Complex,ChIJJyJqRLoZ2jERH1rScfZ4FTw,1.3016228,103.8544321,8V23+JQ Singapore,3.8,1901,OPERATIONAL,shopping_mall,"149 Rochor Rd, Singapore 188425",Rochor,14590,10,11
113,VivoCity,ChIJK7xLl1gZ2jERP_GdUY9XNLo,1.2644032,103.8222071,7R7C+QV Singapore,4.5,39056,OPERATIONAL,shopping_mall,"1 HarbourFront Walk, Singapore 098585",Bukit Merah,,0,3
114,One Raffles Place,ChIJK9RprA4Z2jER6eXnhX7zFaU,1.284177,103.851063,7VM2+MC Singapore,4.2,2815,OPERATIONAL,shopping_mall,"1 Raffles Place, Singapore 048616",Downtown Core,3720,20,9
115,YewTee Point,ChIJL3h_-fMR2jERaA6mW3u-wNU,1.39716,103.7468352,9PWW+VP Singapore,4,1387,OPERATIONAL,shopping_mall,"21 Choa Chu Kang North 6, Singapore 689578",Choa Chu Kang,174330,0,1
116,AS'FALL,ChIJL59yFEsZ2jERyfh73dDX9ME,1.300639,103.8592221,8V25+7M Singapore,5,14,OPERATIONAL,shopping_mall,"28 Haji Ln, AS'FALL, Singapore 189221",Rochor,14590,16,7
